AssetGroupId;AssetName;AssetNameAlias;AssetType;AssetLocation;WorkerResponsible;AssetCondition;AssetBookId;AssetDepreciation;AssetDepreciationProfile;AssetServiceLife;AssetLifeTime;AssetLifeTimeRest;AssetPostingProfile;AssetScrapValue;AssetUsedFromDate;AssetAcquisitionDate;AssetAcquisitionPrice;Dimensions[1]
Fixed asset group;Name;Search name;Type;Location;Responsible;Asset Condition;Value model;Depreciation;Depreciation profile;Service life;Depreciation periods;Depreciation periods remaning;Posting profile;Expected scrap value;Placed in service;Adquisition date;Adquisition price;Business Unit
